name,brand,category,abv,volume_ml,origin,avg_price,tasting_notes,source,verified
"라 메종 뻬네, 베르지 그랑 크뤼 '레 페흐방'",라 메종 뻬네 La Maison Penet,wine,,750,프랑스,,스파클링 · 샹빠뉴 · 89.5점,wine21,true
"라 메종 뻬네, 에피똠므 그랑 크뤼",라 메종 뻬네 La Maison Penet,wine,,750,프랑스,,스파클링 · 샹빠뉴 · 88.5점,wine21,true
"라 메종 뻬네, 이뽀떼지스 그랑 크뤼 블랑 드 누아",라 메종 뻬네 La Maison Penet,wine,,750,프랑스,,스파클링 · 샹빠뉴 · 89점,wine21,true
"라 메종 뻬네, 이뽀떼지스 그랑 크뤼",라 메종 뻬네 La Maison Penet,wine,,750,프랑스,,스파클링 · 샹빠뉴 · 89점,wine21,true
"메종 지네스떼, 바론 데 꾸르",메종 지네스떼 Maison Ginestet,wine,,750,프랑스,,레드 · 메독,wine21,true
"지씨에프, 샤또 뽕떼 바라이 메독",지씨에프 GC,wine,,750,프랑스,,레드 · 메독,wine21,true
"내니 고트 빈야드, 피노누아",내니 고트 빈야드 Nanny Goat Vineyard,wine,,750,뉴질랜드,,레드 · 센트럴 오타고,wine21,true
"내니 고트 빈야드, 샤도네이",내니 고트 빈야드 Nanny Goat Vineyard,wine,,750,뉴질랜드,,화이트 · 센트럴 오타고,wine21,true
"카탈리나 사운즈, 싱글 빈야드 샤도네이",카탈리나 사운즈 Catalina Sounds,wine,,750,뉴질랜드,,화이트 · 말보로,wine21,true
"카탈리나 사운즈, 샤도네이",카탈리나 사운즈 Catalina Sounds,wine,,750,뉴질랜드,,화이트 · 말보로 · 92점,wine21,true
"카탈리나 사운즈, 배럴 퍼먼티드 소비뇽 블랑",카탈리나 사운즈 Catalina Sounds,wine,,750,뉴질랜드,,화이트 · 말보로,wine21,true
"애벗 클레임, '노 룰스' 피노 누아",애벗 클레임 Abbott Claim,wine,,750,미국,,레드 · 윌라메트 밸리,wine21,true
"애벗 클레임, XO 샤르도네",애벗 클레임 Abbott Claim,wine,,750,미국,,화이트 · 에오라-아미티 힐즈,wine21,true
"에벗 클레임, 이올라-애미티 힐스 샤르도네",애벗 클레임 Abbott Claim,wine,,750,미국,,화이트 · 에오라-아미티 힐즈,wine21,true
"베스트하임, 알자스 피노누아 익셉션",베스트하임 Bestheim,wine,,750,프랑스,,레드 · 알자스 · 95점,wine21,true
"베스트하임, 그랑 크뤼 리즐링",베스트하임 Bestheim,wine,,750,프랑스,,화이트 · 알자스 · 94.5점,wine21,true
"베스트하임, 크레망 그랑 프레스티지",베스트하임 Bestheim,wine,,750,프랑스,,스파클링 · 알자스 · 90점,wine21,true
"도멘 라 꼴리에르,  베르주로네트  블랑",라 꼴리에르 에스테이트 La Collie're Estate,wine,,750,프랑스,,화이트 · 꼬뜨 뒤 론,wine21,true
"도멘 라  꼴리에르,  베르주로네트  루즈",라 꼴리에르 에스테이트 La Collie're Estate,wine,,750,프랑스,,레드 · 꼬뜨 뒤 론,wine21,true
"샤토 크리스티, 블랑 드 블랑",샤토 크리스티 Chateau Cristi,wine,,750,몰도바,,스파클링,wine21,true
"샤토 크리스티,  패밀리 리저브 까베르네 프랑",샤토 크리스티 Chateau Cristi,wine,,750,몰도바,,레드,wine21,true
"샤토 크리스티, 패밀리 리저브 사페라비",샤토 크리스티 Chateau Cristi,wine,,750,몰도바,,레드,wine21,true
"세냑, 칵테일 블루(무알콜)",세냑 Senac,wine,,750,스페인,,기타 · 무르시아,wine21,true
"롬바흐, 엑스트라 브뤼 프리미에 크뤼 로제",샴페인 롬바흐 Champagne Lombard,wine,,750,프랑스,,스파클링 · 샹빠뉴 · 87.7점,wine21,true
"버나드 그리핀, 롭스 레드 블랜드",버나드 그리핀 Barnard Griffin,wine,,750,미국,,레드 · 콜롬비아 밸리,wine21,true
"애벗 클레임, 애벗 클레임 빈야드 피노 누아",애벗 클레임 Abbott Claim,wine,,750,미국,,레드 · 얌힐-칼튼,wine21,true
"애벗 클레임, '듀 노스' 피노 누아",애벗 클레임 Abbott Claim,wine,,750,미국,,레드 · 얌힐-칼튼,wine21,true
"링구아 프랑카, 미미스 마인드 피노누아",링구아 프랑카 Lingua Franca,wine,,750,미국,,레드 · 에오라-아미티 힐즈,wine21,true
"링구아 프랑카, 샤르도네 르 꾀르 뒤 볼깡",링구아 프랑카 Lingua Franca,wine,,750,미국,,화이트 · 윌라메트 밸리,wine21,true
"링구아 프랑카, 피노 누아 벨 제앙트",링구아 프랑카 Lingua Franca,wine,,750,미국,,레드 · 에오라-아미티 힐즈,wine21,true
"도멘 드루앵, 로렌 피노누아",도멘 드루앵 Domaine Drouhin,wine,,750,미국,,레드 · 오리건 · 94.8점,wine21,true
"베델 하이츠, '카스틸' 피노 누아",베델 하이츠 Bethel Heights,wine,,750,미국,,레드 · 에오라-아미티 힐즈 · 92.3점,wine21,true
"베델 하이츠, '플랫 블럭' 피노 누아",베델 하이츠 Bethel Heights,wine,,750,미국,,레드 · 에오라-아미티 힐즈 · 93점,wine21,true
"쉐 와인 셀러, 티냐루이즈 샤르도네",쉐 와인 셀러 Shea Wine Cellars,wine,,750,미국,,화이트 · 얌힐-칼튼 · 91점,wine21,true
"쉐 와인 셀러, 이스테이트 피노 누아",쉐 와인 셀러 Shea Wine Cellars,wine,,750,미국,,레드 · 윌라메트 밸리 · 93점,wine21,true
"쉐 와인 셀러, 블럭23 피노 누아",쉐 와인 셀러 Shea Wine Cellars,wine,,750,미국,,레드 · 윌라메트 밸리 · 93점,wine21,true
"엣지스 코너, 젠 마스터 쉬라즈",엣지스 코너 Atze's Corner,wine,,750,호주,,레드 · 바로사 밸리 · 95점,wine21,true
"엣지스 코너, 에디스 올드 바인 쉬라즈",엣지스 코너 Atze's Corner,wine,,750,호주,,레드 · 바로사 밸리 · 95점,wine21,true
"엣지스 코너, 레어 블랙 까베르네 소비뇽",엣지스 코너 Atze's Corner,wine,,750,호주,,레드 · 바로사 밸리,wine21,true
"엣지스 코너, 보엠 블랙 쉬라즈",엣지스 코너 Atze's Corner,wine,,750,호주,,레드 · 바로사 밸리,wine21,true
"엣지스 코너, 배첼러 쉬라즈",엣지스 코너 Atze's Corner,wine,,750,호주,,레드 · 바로사 밸리 · 94점,wine21,true
"엣지스 코너, 오퓰런트 쉬라즈",엣지스 코너 Atze's Corner,wine,,750,호주,,레드 · 바로사 밸리,wine21,true
"엣지스 코너, 와일드 로즈 그르나슈 로제",엣지스 코너 Atze's Corner,wine,,750,호주,,로제 · 바로사 밸리,wine21,true
"제이콥스 크릭, 스파클링 모스카토",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,스파클링 · 사우스 이스턴 오스트레일리아,wine21,true
"제이콥스 크릭, 스파클링 샤도네이 피노누아",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,스파클링 · 사우스 이스턴 오스트레일리아,wine21,true
"제이콥스 크릭, 클래식 리슬링",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,화이트 · 사우스 이스턴 오스트레일리아,wine21,true
"제이콥스 크릭, 클래식 샤도네이",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,화이트 · 사우스 이스턴 오스트레일리아,wine21,true
"제이콥스 크릭, 클래식 메를로",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,레드 · 사우스 이스턴 오스트레일리아,wine21,true
"제이콥스 크릭, 클래식 쉬라즈 까베르네",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,레드 · 사우스 이스턴 오스트레일리아,wine21,true
"제이콥스 크릭, 클래식 까베르네 쇼비뇽",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,레드 · 사우스 이스턴 오스트레일리아 · 87점,wine21,true
"제이콥스 크릭, 클래식 쉬라즈",제이콥스 크릭 Jacob's Creek,wine,,750,호주,,레드 · 사우스 이스턴 오스트레일리아,wine21,true
"파토리아 라 비알라, 무싼티노 셀바티코 엑스트라 드라이 로제",파토리아 라 비알라 Fattoria La Vialla,wine,,750,이탈리아,,스파클링 · 토스카나,wine21,true
"빌라 카르데아, 그라빠 리제르바 18개월",빌라 카르디아 Villa Cardea,wine,,750,이탈리아,,주정강화 · 롬바르디아,wine21,true
"빌라 카르데아, 그라빠 디 끼안티",빌라 카르디아 Villa Cardea,wine,,750,이탈리아,,주정강화 · 롬바르디아,wine21,true
"필리페티, 프로세코 엑스트라 드라이",필리페티 Filippetti,wine,,750,이탈리아,,스파클링 · 베네토,wine21,true
"딜무어, 리몬첼로 델라 스꼴리에라",딜무어 Dilmoor,wine,,750,이탈리아,,기타 · 롬바르디아,wine21,true
"디 엔젤리, 스테이 캔드 버블 로제",디 엔젤리 De Angeli,wine,,750,이탈리아,,스파클링 · 베네토,wine21,true
"디 엔젤리, 스테이 캔드 버블 화이트",디 엔젤리 De Angeli,wine,,750,이탈리아,,화이트 · 베네토,wine21,true
"리비오 펠루가, 소비뇽 포텐칠라",리비오 펠루가 Livio Felluga,wine,,750,이탈리아,,화이트 · 베네토,wine21,true
"리비오 펠루가, 피노 그리지오 크루벨라",리비오 펠루가 Livio Felluga,wine,,750,이탈리아,,화이트 · 프리울리 베네찌아 줄리아,wine21,true
"리비오 펠루가, 프리울라노 시가",리비오 펠루가 Livio Felluga,wine,,750,이탈리아,,화이트 · 프리울리 베네찌아 줄리아,wine21,true
"하이드 드 빌렌, 쿰스빌 카리오 카베르네 소비뇽",하이드빌렌와인 Hyde de Villaine,wine,,750,미국,,레드 · 쿰스빌 AVA,wine21,true
"하이드드빌렌, '르 데뷰' 샤도네이",하이드빌렌와인 Hyde de Villaine,wine,,750,미국,,화이트 · 로스 카네로스,wine21,true
"비냐 아키타니아, 도멘 폴 브루노",비냐 아퀴타니아 Vina Aquitania,wine,,750,칠레,,레드 · 마이포 밸리,wine21,true
"비냐 아키타니아, 까베르네 소비뇽",비냐 아퀴타니아 Vina Aquitania,wine,,750,칠레,,레드 · 마이포 밸리,wine21,true
"얼링 블레이즈, 홀드 유어 파이어 까베르네 소비뇽",얼링 블레이즈 Arling Blaze,wine,,750,미국,,레드 · 캘리포니아,wine21,true
"헤이즐 앤 엑스, 카버네 소비뇽",헤이즐 앤 엑스 Hazel & Axe,wine,,750,미국,,레드 · 캘리포니아,wine21,true
"보우 빈, 배럴 체이서 프라프라이어터리 레드",보우 빈 Beau Vigne,wine,,750,미국,,레드 · 나파 밸리,wine21,true
"보우 빈, 펄수에이션 샤르도네",보우 빈 Beau Vigne,wine,,750,미국,,화이트 · 나파 밸리,wine21,true
"펄챈스, 에스테이트 벡스토퍼 조지 3세",펄챈스 Perchance,wine,,750,미국,,레드 · 나파 밸리,wine21,true
"포윈즈, 까베르네 소비뇽",포윈즈 4 Winds,wine,,750,미국,,레드 · 스택스 립 디스트릭트,wine21,true
"도멘 장 프랑수아, '더 트웰브 로우스' 샌포드 & 베네딕트 빈야드 피노누아",도멘 장 프랑수아 Domaine Jean Francois,wine,,750,미국,,레드 · 산타 리타 힐스,wine21,true
"도멘 장 프랑수아, '더 트웰브 로우스' 샌포드 & 베네딕트 빈야드 샤르도네",도멘 장 프랑수아 Domaine Jean Francois,wine,,750,미국,,화이트 · 산타 리타 힐스,wine21,true
"슉, 이스테이트 그로운 피노누아",슈그 와이너리 Schug Winery,wine,,750,미국,,레드 · 소노마 카운티,wine21,true
"슉, 소노마 코스트 피노누아",슈그 와이너리 Schug Winery,wine,,750,,,레드,wine21,true
"포데레 포르테, '페트루치' 멜로 오르치아",포데레 포르테 Podere Forte,wine,,750,이탈리아,,레드 · 토스카나,wine21,true
"노바이아, 발폴리첼라 아마로네",노바이아 Novaia,wine,,750,이탈리아,,레드 · 발폴리첼라,wine21,true
"노바이아, 발폴리첼라 수페리오레 '칸토니'",노바이아 Novaia,wine,,750,이탈리아,,레드 · 발폴리첼라,wine21,true
"노바이아, 발폴리첼라 리파쏘",노바이아 Novaia,wine,,750,이탈리아,,레드 · 발폴리첼라,wine21,true
"테누타 디 콜로소르보, 룰라 토스카나 로쏘",테누타 디 콜로소르보 Tenuta di Collosorbo,wine,,750,이탈리아,,레드 · 토스카나,wine21,true
"라 젤라, 브루넬로 디 몬탈 치노 리제르바 글리 앙겔리",라 젤라 La Gerla,wine,,750,이탈리아,,레드 · 몬탈치노,wine21,true
"하이드 드 빌렌, '델 라 겔라' 샤도네이",하이드빌렌와인 Hyde de Villaine,wine,,750,미국,,화이트 · 로스 카네로스 · 92점,wine21,true
"렌조 세게시오, 바롤로 지네스트라",렌조 세게시오 Renzo Seghesio,wine,,750,이탈리아,,레드 · 바롤로,wine21,true
"마테오 아스케리, 바롤로 '블루 라벨'",마테오 아스케리 Matteo Ascheri,wine,,750,이탈리아,,레드 · 바롤로,wine21,true
"마테오 아스케리, 랑게 네비올로",마테오 아스케리 Matteo Ascheri,wine,,750,이탈리아,,레드 · 랑게,wine21,true
"마테오 아스케리, 몬탈루파 랑게 비앙코",마테오 아스케리 Matteo Ascheri,wine,,750,이탈리아,,화이트 · 랑게,wine21,true
"파이틴, 바르바레스코 세레보엘라",파이틴 Paitin,wine,,750,이탈리아,,레드 · 피에몬테,wine21,true
"파이틴, 바르바레스코 알베사니",파이틴 Paitin,wine,,750,이탈리아,,레드 · 피에몬테,wine21,true
"지오반니 만조네, 바롤로 그라몰라레 리제르바",지오반니 만조네 Giovanni Manzone,wine,,750,이탈리아,,레드 · 피에몬테,wine21,true
"지오반니 만조네, 바롤로 그라몰라레",지오반니 만조네 Giovanni Manzone,wine,,750,이탈리아,,레드 · 피에몬테,wine21,true
"끌로 데 자코 방, 그랑 크뤼 클라쎄",끌로 데 자코방 Clos des Jacobins,wine,,750,프랑스,,레드 · 뤼싹 생 떼밀리옹,wine21,true
샤토 푸카스 오스탕 블랑,샤또 푸르까스 오스땅 Chateau Fourcas Hosten,wine,,750,프랑스,,화이트 · 리스트락-메독,wine21,true
"프랑수아 티안퐁, 코스 루즈",프랑수아 티안퐁 Francois Thienpont,wine,,750,프랑스,,레드 · 보르도,wine21,true
"프랑수아 티안퐁, 라 빈 다르정 블랑",프랑수아 티안퐁 Francois Thienpont,wine,,750,프랑스,,화이트 · 보르도,wine21,true
"브로트, 샤토 뇌프 뒤파트 '세르레 바빌'",브로트 Brotte,wine,,750,프랑스,,레드 · 론,wine21,true
"브로트, 샤토 뇌프 뒤파트 '레오 드 바빌'",브로트 Brotte,wine,,750,프랑스,,레드 · 론,wine21,true
"브로트, 꼬드 뒤 론 빌라주 로덩 샤토 드 보드 루즈",브로트 Brotte,wine,,750,프랑스,,레드 · 론,wine21,true
"브로트, 꼬드 뒤 론 빌라주 로덩 샤토 드 보드 블랑",브로트 Brotte,wine,,750,프랑스,,화이트 · 론,wine21,true
"브로트, 에스프리 꼬뜨 뒤 론 블랑",브로트 Brotte,wine,,750,프랑스,,화이트 · 론,wine21,true
"도멘 제라르 피유, 상세르 로제",도멘 제라르 피유 Domaine Gerard Fiou,wine,,750,프랑스,,로제 · 루아르,wine21,true
"도멘 제라르 피유, 상세르 '라 그랑 록' 테루아 드 실렉스",도멘 제라르 피유 Domaine Gerard Fiou,wine,,750,프랑스,,화이트 · 루아르,wine21,true
"도멘 장 콜레, 몽떼 드 또네르 프리미에 크뤼",도멘 장 콜레 Domaine Jean Collet,wine,,750,프랑스,,화이트 · 샤블리,wine21,true
"도멘 장 콜레, 생 브리",도멘 장 콜레 Domaine Jean Collet,wine,,750,프랑스,,화이트 · 생-브리,wine21,true
"뵈브 암발, 앙리 르블랑 블랑 드 블랑 브륏",뵈브 암발 Veuve Ambal,wine,,750,프랑스,,스파클링 · 부르고뉴,wine21,true
"도멘 필립 르클레르, 쥬브레 샹베르탕 '꽁브 오 무안' 프리미에 크뤼",도멘 필립 르클레르 Domaine Philippe Leclerc,wine,,750,프랑스,,레드 · 쥬브레-샹베르땅,wine21,true
"도멘 필립 르클레르, 쥬브레 샹베르탕 '레 샹포' 프리미에 크뤼",도멘 필립 르클레르 Domaine Philippe Leclerc,wine,,750,프랑스,,레드 · 쥬브레-샹베르땅,wine21,true
"도멘 뷔송 샤를, 르 샹베르탕, 그랑 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 꼬뜨 드 본,wine21,true
"도멘 뷔송 샤를, 꼬르통 레 허나 그랑 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 볼네,wine21,true
"도멘 뷔송 샤를, 볼네이 '성뜨노', 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 볼네,wine21,true
"도멘 뷔송 샤를, 볼네이 '칼케르 드 뉘앙스' 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 볼네,wine21,true
"도멘 뷔송 샤를, 본 '레 마르코네', 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 꼬뜨 드 본,wine21,true
"도멘 뷔송 샤를, 뽀마르 '클로 미콜' 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 뽀마르,wine21,true
"도멘 뷔송 샤를, 뽀마르 '엉 마로'",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,레드 · 뽀마르,wine21,true
"도멘 뷔송 샤를, 뫼르소 '구뜨 도르', 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 뫼르소,wine21,true
"도멘 뷔송 샤를, 뫼르소 '부슈 세르', 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 뫼르소,wine21,true
"도멘 뷔송 샤를, 뫼르소 '레 테송'",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 뫼르소,wine21,true
"도멘 뷔송 샤를, 뫼르소 비에이 비뉴",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 뫼르소,wine21,true
"도멘 뷔송 샤를, 뿌이 퓌세 '라 마레쇼드' 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 뿌이-퓌세,wine21,true
"도멘 뷔송 샤를, 샤블리 '고슈 뒤 세랑', 프리미에 크뤼",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 샤블리,wine21,true
"도멘 뷔송 샤를, 부르고뉴 블랑 '오뜨 덩시테'",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 꼬뜨 드 본,wine21,true
"도멘 뷔송 샤를, 부르고뉴 샤르도네 꼬뜨 도르 '오뜨 뀌튀르'",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 꼬뜨 드 본,wine21,true
"도멘 뷔송 샤를, 부르고뉴 알리고떼 수 르 슈맹 '오르 끌라쎄'",도멘 뷔송 샤를 Domaine Buisson Charles,wine,,750,프랑스,,화이트 · 꼬뜨 드 본,wine21,true
"도멘 바인바흐, 게뷔르츠 트라미너 '레 트레이 뒤 루'",바인바흐 [도멘 바인바흐] Weinbach [Domaine Weinbach],wine,,750,프랑스,,화이트 · 알자스,wine21,true
"샴페인 부와젤, 뀌베 수 부아",샴페인 부와젤 Champagne Boizel,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"샴페인 부와젤, 라 몽따뉴 블랑 드 누아 프리미에 크뤼",샴페인 부와젤 Champagne Boizel,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"샴페인 부와젤, 라 꼬뜨 블랑 드 블랑 프리미에 크뤼",샴페인 부와젤 Champagne Boizel,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"샴페인 부와젤, 로제 압솔뤼",샴페인 부와젤 Champagne Boizel,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"상파뉴 제스탕, 끌로 드 뀌미에르",샹파뉴 제스탕 Champagne Jestin,wine,,750,,,스파클링,wine21,true
"모란데, 라 카피야 엘 까베르네 데 랑킬",비냐 모란데 Viña Morande,wine,,750,칠레,,레드 · 이타타 밸리,wine21,true
"마르쿠스 몰리터, 벨레너 클로스터베흐 리슬링 슈페트레제",마르쿠스 몰리터 Markus Molitor,wine,,750,독일,,화이트 · 모젤-자르-루버,wine21,true
"폴라드, 메를로",폴라드 빈야드  Pollard Vineyard,wine,,750,미국,,레드 · 야키마 밸리 · 93점,wine21,true
"인비나, 카르텔 4A",인비나 Invina,wine,,750,칠레,,레드 · 마울레 밸리,wine21,true
"인비나, 세카노",인비나 Invina,wine,,750,칠레,,레드 · 마울레 밸리,wine21,true
"아네모, 알렉산드로울리 무주레틀리",아네모 Anemo,wine,,750,조지아,,레드 · 카헤티,wine21,true
"아네모, 사페라비",아네모 Anemo,wine,,750,조지아,,레드 · 카헤티,wine21,true
"아네모, 르카치텔리",아네모 Anemo,wine,,750,조지아,,화이트 · 카헤티,wine21,true
"수도산 와이너리, 크라테 화이트",수도산 와이너리 Soodosan Winery,wine,,750,대한민국,,화이트 · 경상북도,wine21,true
"수도산 와이너리, 크라테 로제",수도산 와이너리 Soodosan Winery,wine,,750,대한민국,,로제 · 경상북도,wine21,true
"그랑 꼬또, 청수",그랑 꼬또 Grand Coteau,wine,,750,대한민국,,화이트 · 충청북도,wine21,true
"아가일, 윌러멧 밸리 피노 누아",아가일 Argyle,wine,,750,미국,,레드 · 윌라메트 밸리,wine21,true
"아가일, 윌러멧 밸리 샤도네이",아가일 Argyle,wine,,750,미국,,화이트 · 윌라메트 밸리,wine21,true
"르베 프레르, 크레망 드 부르고뉴 블랑 드 블랑",르베프레르 Levert Freres,wine,,750,프랑스,,스파클링 · 꼬뜨 샬로네즈,wine21,true
"달링, 소비뇽 블랑",달링 와인즈 Darling Wines,wine,,750,뉴질랜드,,화이트 · 말보로,wine21,true
"세레신, 마라마 소비뇽 블랑",세레신 에스테이트 Seresin Estate,wine,,750,뉴질랜드,,화이트 · 말보로,wine21,true
"월넛블럭, 넛크래커 샤도네이",월넛블럭 와인즈 Walnut Block Wines,wine,,750,뉴질랜드,,화이트 · 말보로,wine21,true
"닉 하셀그로브, 블랙빌리 올드바인 그르나슈",닉 하셀그로브 와인즈 Nick Haselgrove Wines,wine,,750,호주,,레드 · 맥라렌 베일,wine21,true
"브란콧, 스파클링 쇼비뇽 블랑",브란콧 이스테이트 Brancott Estate,wine,,750,뉴질랜드,,스파클링 · 말보로,wine21,true
"브란콧, 말보로 플라이트 쇼비뇽 블랑",브란콧 이스테이트 Brancott Estate,wine,,750,뉴질랜드,,화이트 · 말보로,wine21,true
"킹스 오브 프로히비션, 말벡",킹스 오브 프로히비션 Kings of Prohibition,wine,,750,호주,,레드 · 사우스 이스턴 오스트레일리아,wine21,true
"코레니카 앤 모스콘, 코르틴카",코레니카 앤 모스콘  Korenika & Moskon,wine,,750,슬로베니아,,레드,wine21,true
"블라직, 소비뇽 플레시보",블라직 와이너리 Blazic Winery,wine,,750,슬로베니아,,화이트 · Slovenska Istra,wine21,true
"도멘 슬랍삭, 브뤼 리저브",도멘 슬랍삭  Domaine Slapsak,wine,,750,슬로베니아,,스파클링,wine21,true
샤또 오 베르논느,샤또 오 베르논느 Chateau Haut Bernones,wine,,750,프랑스,,레드 · 오-메독,wine21,true
"보데가 알세뇨, 세라 소비뇽 블랑",보데가 알세뇨 Bodegas Alceno,wine,,750,스페인,,화이트,wine21,true
샤또 드 가숑,샤또 드 가숑 Chateau de Gachon,wine,,750,프랑스,,레드 · 보르도,wine21,true
"프린스 힐 빈야드, 싱글 빈야드 피노 누아",프린스 힐 Prince Hill,wine,,750,미국,,레드 · 던디 힐,wine21,true
"프린스 힐 빈야드, 던디 힐 피노 누아",프린스 힐 Prince Hill,wine,,750,미국,,레드 · 던디 힐,wine21,true
"프린스 힐, 빈야드 샤르도네",프린스 힐 Prince Hill,wine,,750,미국,,화이트 · 윌라메트 밸리,wine21,true
"르노블, 레 자방튀르 블랑 드 블랑 그랑 크뤼 에디션 6",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"르노블, 졍띠옴므 블랑 드 블랑 그랑 크뤼 밀레짐",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"르노블, 블랑 드 블랑 그랑 크뤼 밀레짐",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"르노블, 블랑 드 누아 프리미에 크뤼 밀레짐",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"르노블, 블랑 드 블랑 그랑 크뤼",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"르노블, 제로 도사쥬",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"르노블, 인텐스 엑스트라-브뤼",르노블 A.R. Lenoble,wine,,750,프랑스,,스파클링 · 샹빠뉴,wine21,true
"세레신, 샤도네이 리저브",세레신 에스테이트 Seresin Estate,wine,,750,뉴질랜드,,화이트 · 말보로 · 92점,wine21,true
에퓌르 샤도네이,비뇨블스&콤파니 Vignobles & Compagnie,wine,,750,프랑스,,화이트 · 론,wine21,true
