name,brand,category,abv,volume_ml,origin,avg_price,tasting_notes,source,verified
아사히 수퍼드라이,아사히,beer,5.0,500,일본,4000,,csv,true
삿포로 프리미엄,삿포로,beer,5.0,350,일본,3000,,csv,true
기린 이치방,기린,beer,5.0,350,일본,3000,,csv,true
산토리 프리미엄 몰츠,산토리,beer,5.5,350,일본,3500,,csv,true
호가든,ABInBev,beer,4.9,330,벨기에,3500,,csv,true
스텔라 아르투아,ABInBev,beer,5.2,330,벨기에,3500,,csv,true
레페 블론드,ABInBev,beer,6.6,330,벨기에,4000,,csv,true
버드와이저,ABInBev,beer,5.0,355,미국,3000,,csv,true
코로나 엑스트라,AB모델로,beer,4.5,355,멕시코,3500,,csv,true
기네스 드래프트,기네스,beer,4.2,440,아일랜드,4000,,csv,true
에델바이스,하이네켄,beer,5.3,330,오스트리아,3000,,csv,true
블랑1664,크로넨부르,beer,5.0,330,프랑스,3500,,csv,true
파울라너 헤페바이스비어,파울라너,beer,5.5,500,독일,5000,,csv,true
에딩거 바이스비어,에딩거,beer,5.3,500,독일,5000,,csv,true
타이거,하이네켄,beer,5.0,330,싱가포르,2500,,csv,true
산미구엘 페일필젠,산미구엘,beer,5.0,330,필리핀,2500,,csv,true
장수 막걸리,서울장수,makgeolli,6.0,750,한국,2500,,csv,true
장수 막걸리,서울장수,makgeolli,6.0,950,한국,3000,,csv,true
장수 생막걸리,서울장수,makgeolli,6.0,750,한국,3000,,csv,true
국순당 생막걸리,국순당,makgeolli,6.0,750,한국,2500,,csv,true
국순당 쌀막걸리,국순당,makgeolli,6.0,750,한국,2500,,csv,true
국순당 바나나맛 막걸리,국순당,makgeolli,4.0,750,한국,2800,,csv,true
느린마을 막걸리,배혜정도가,makgeolli,6.0,750,한국,4500,,csv,true
지평 막걸리,지평주조,makgeolli,5.0,750,한국,2000,,csv,true
지평 생막걸리,지평주조,makgeolli,5.0,750,한국,2500,,csv,true
복순도가 손막걸리,복순도가,makgeolli,6.5,750,한국,8000,,csv,true
이화주,이화양조,makgeolli,6.0,500,한국,5000,,csv,true
서울의 밤,서울장수,makgeolli,5.0,750,한국,3000,,csv,true
해창 막걸리,해창주조,makgeolli,6.0,750,한국,5000,,csv,true
금정산성 막걸리,금정산성,makgeolli,8.0,750,한국,5000,,csv,true
담은달 막걸리,담은달,makgeolli,6.0,750,한국,4000,,csv,true
청하,롯데칠성,etc,13.0,300,한국,4000,정종,csv,true
청하,롯데칠성,etc,13.0,700,한국,8000,정종,csv,true
백화수복,국순당,etc,13.0,300,한국,4000,정종,csv,true
백화수복,국순당,etc,13.0,700,한국,8000,정종,csv,true
설화,롯데칠성,etc,14.0,300,한국,4500,정종,csv,true
천수 무감,롯데칠성,etc,15.0,300,한국,4000,청주,csv,true
일품진로,하이트진로,etc,25.0,700,한국,12000,청주/약주,csv,true
송죽오곡주,금복주,etc,13.0,375,한국,5000,약주,csv,true
경주법주,경주법주,etc,16.0,375,한국,15000,약주,csv,true
한산소곡주,한산소곡주,etc,18.0,375,한국,12000,약주,csv,true
두견주,면천두견주,etc,18.0,375,한국,12000,약주,csv,true
교동법주,교동법주,etc,16.0,375,한국,15000,약주,csv,true
옐로우 테일 쉬라즈,옐로우테일,wine,13.5,750,호주,14900,레드와인,csv,true
옐로우 테일 까베르네 소비뇽,옐로우테일,wine,13.5,750,호주,14900,레드와인,csv,true
옐로우 테일 샤르도네,옐로우테일,wine,13.0,750,호주,14900,화이트와인,csv,true
몬테스 알파 까베르네 소비뇽,몬테스,wine,14.5,750,칠레,25000,레드와인,csv,true
몬테스 알파 메를로,몬테스,wine,14.5,750,칠레,25000,레드와인,csv,true
몬테스 클래식 까베르네 소비뇽,몬테스,wine,14.0,750,칠레,15000,레드와인,csv,true
1865 까베르네 소비뇽,산 페드로,wine,14.5,750,칠레,18000,레드와인,csv,true
1865 카르메네르,산 페드로,wine,14.5,750,칠레,18000,레드와인,csv,true
1865 소비뇽 블랑,산 페드로,wine,13.0,750,칠레,18000,화이트와인,csv,true
산타 리타 120 까베르네 소비뇽,산타 리타,wine,13.5,750,칠레,12000,레드와인,csv,true
산타 리타 120 메를로,산타 리타,wine,13.5,750,칠레,12000,레드와인,csv,true
코노 수르 비시클레타 까베르네 소비뇽,코노 수르,wine,13.0,750,칠레,10000,레드와인,csv,true
코노 수르 비시클레타 소비뇽 블랑,코노 수르,wine,13.0,750,칠레,10000,화이트와인,csv,true
베린저 까베르네 소비뇽,베린저,wine,13.5,750,미국,15000,레드와인,csv,true
로버트 몬다비 프라이빗 셀렉션,로버트 몬다비,wine,13.5,750,미국,25000,레드와인,csv,true
가시아 까리냥,가시아,wine,12.0,750,프랑스,9900,레드와인,csv,true
바롱 필립 드 로칠드,로칠드,wine,13.0,750,프랑스,18000,레드와인,csv,true
안티노리 산타 크리스티나,안티노리,wine,12.5,750,이탈리아,15000,레드와인,csv,true
라 스피네타 모스카토 다스티,라 스피네타,wine,5.5,750,이탈리아,22000,스파클링,csv,true
모엣 샹동 임페리얼,모엣 샹동,wine,12.0,750,프랑스,69000,샴페인,csv,true
뵈브 클리코,뵈브 클리코,wine,12.0,750,프랑스,75000,샴페인,csv,true
마르티니 아스티,마르티니,wine,7.5,750,이탈리아,18000,스파클링,csv,true
프레시넷 코르돈 네그로,프레시넷,wine,11.5,750,스페인,15000,스파클링,csv,true
칠성 산타,롯데칠성,wine,12.0,750,한국,5000,레드와인,csv,true
마주앙,롯데칠성,wine,12.0,750,한국,6000,레드와인,csv,true
잭다니엘 올드 No.7,잭다니엘,whiskey,40.0,700,미국,35000,,csv,true
잭다니엘 허니,잭다니엘,whiskey,35.0,700,미국,35000,,csv,true
짐빔 버번,짐빔,whiskey,40.0,700,미국,25000,,csv,true
짐빔 하이볼,짐빔,whiskey,5.0,355,미국,4000,하이볼 캔,csv,true
메이커스 마크,메이커스 마크,whiskey,45.0,700,미국,40000,,csv,true
와일드 터키 101,와일드 터키,whiskey,50.5,700,미국,38000,,csv,true
조니워커 레드,조니워커,whiskey,40.0,700,영국,30000,,csv,true
조니워커 블랙,조니워커,whiskey,40.0,700,영국,45000,,csv,true
조니워커 블루,조니워커,whiskey,40.0,700,영국,250000,,csv,true
발렌타인 파이니스트,발렌타인,whiskey,40.0,700,영국,28000,,csv,true
발렌타인 12년,발렌타인,whiskey,40.0,700,영국,40000,,csv,true
발렌타인 17년,발렌타인,whiskey,40.0,700,영국,80000,,csv,true
시바스 리갈 12년,시바스 리갈,whiskey,40.0,700,영국,40000,,csv,true
글렌피딕 12년,글렌피딕,whiskey,40.0,700,영국,55000,,csv,true
글렌리벳 12년,글렌리벳,whiskey,40.0,700,영국,55000,,csv,true
맥캘란 12년 쉐리오크,맥캘란,whiskey,40.0,700,영국,95000,,csv,true
라프로익 10년,라프로익,whiskey,40.0,700,영국,70000,,csv,true
산토리 가쿠빈,산토리,whiskey,40.0,700,일본,35000,,csv,true
산토리 히비키 하모니,산토리,whiskey,43.0,700,일본,120000,,csv,true
니카 프롬 더 배럴,니카,whiskey,51.4,500,일본,80000,,csv,true
산토리 토리스 하이볼,산토리,whiskey,7.0,350,일본,4500,하이볼 캔,csv,true
앱솔루트 보드카,앱솔루트,spirits,40.0,700,스웨덴,28000,보드카,csv,true
스미노프 보드카,스미노프,spirits,40.0,700,러시아,20000,보드카,csv,true
그레이구스 보드카,그레이구스,spirits,40.0,700,프랑스,55000,보드카,csv,true
바카디 화이트,바카디,spirits,40.0,700,쿠바,25000,럼,csv,true
캡틴모건 스파이스드,캡틴모건,spirits,35.0,700,자메이카,25000,럼,csv,true
말리부,말리부,spirits,21.0,700,바베이도스,22000,코코넛 럼,csv,true
봄베이 사파이어,봄베이,spirits,47.0,700,영국,35000,진,csv,true
비피터 진,비피터,spirits,40.0,700,영국,25000,진,csv,true
헨드릭스 진,헨드릭스,spirits,41.4,700,영국,45000,진,csv,true
호세 쿠엘보 골드,호세 쿠엘보,spirits,40.0,700,멕시코,35000,데킬라,csv,true
사우자 실버,사우자,spirits,38.0,700,멕시코,30000,데킬라,csv,true
예거마이스터,예거마이스터,spirits,35.0,700,독일,30000,리큐르,csv,true
깔루아,깔루아,spirits,20.0,700,멕시코,25000,커피 리큐르,csv,true
베일리스,베일리스,spirits,17.0,700,아일랜드,30000,크림 리큐르,csv,true
캄파리,캄파리,spirits,25.0,700,이탈리아,30000,비터,csv,true
마르티니 드라이,마르티니,spirits,18.0,750,이탈리아,18000,베르무트,csv,true
디사론노 아마레또,디사론노,spirits,28.0,700,이탈리아,35000,아마레또,csv,true
매화수,롯데칠성,etc,14.0,360,한국,3500,과실주,csv,true
이슬톡톡,하이트진로,etc,3.0,275,한국,2000,탄산주,csv,true
부라더 소다,롯데칠성,etc,3.0,355,한국,2000,탄산주,csv,true
스크루바 복숭아,오비맥주,etc,3.5,355,한국,2000,하드셀처,csv,true
소나무 브루어리 해방IPA,소나무 브루어리,beer,6.5,500,한국,6000,크래프트,csv,true
제주 위트 에일,제주맥주,beer,5.3,500,한국,4500,크래프트,csv,true
제주 펠롱 에일,제주맥주,beer,4.3,500,한국,4500,크래프트,csv,true
곰표 밀맥주,세븐브로이,beer,4.5,500,한국,4000,크래프트,csv,true
광화문 에일,플래티넘,beer,5.3,500,한국,5000,크래프트,csv,true
아크 블론드,아크,beer,5.0,330,한국,5000,크래프트,csv,true
금성맥주 페일에일,금성맥주,beer,5.0,500,한국,5000,크래프트,csv,true
핸드앤몰트 페일에일,핸드앤몰트,beer,5.2,500,한국,5500,크래프트,csv,true
더부스 서울페일에일,더부스,beer,5.8,330,한국,5000,크래프트,csv,true
문배주,문배주양조원,etc,40.0,375,한국,30000,증류주/전통,csv,true
안동소주,안동소주,soju,45.0,375,한국,15000,전통 증류,csv,true
안동소주 1920,안동소주,soju,22.0,375,한국,10000,전통 증류,csv,true
이강주,전주이강주,etc,25.0,375,한국,25000,전통 리큐르,csv,true
화요 41,화요,soju,41.0,375,한국,25000,프리미엄,csv,true
화요 25,화요,soju,25.0,375,한국,15000,프리미엄,csv,true
화요 17,화요,soju,17.0,375,한국,10000,프리미엄,csv,true
